,wav,sentence,label
4776,Ses03M_impro03_M028,About two and a half weeks.,neu
4777,Ses03M_impro03_F028,What?,sur
4778,Ses03M_impro03_M029,Two and ...  We love each other. Yeah.,hap
4779,Ses03M_impro03_F029,What?,sur
4780,Ses03M_impro03_F030,Okay.  I haven't seen you in about two and a half years and I come back and you're getting engaged to somebody you only knew for,sur
4781,Ses03M_impro03_M030,"You got to meet her, she's wonderful.",hap
4782,Ses03M_impro03_F031,"No, no, no.  You don't get married in two and a half weeks.  It doesn't work that way.  You don't even have sex----in two and a half weeks.",xxx
4783,Ses03M_impro03_M031,She just graduated from high school and----she's planning to apply for colleges----and stuff.She's so great.  She has so much life and energy and stuff.,hap
4784,Ses03M_impro03_F032,What? Oh my god.,xxx
4785,Ses03M_impro03_F033,She must be hot.,hap
4786,Ses03M_impro03_F034,"Yeah, that's it.  She's hot and you are- getting married.",xxx
4787,Ses03M_impro03_M032,"Yeah, she is good-looking.",hap
4788,Ses03M_impro03_F035,I cannot believe you.  Why do you want to get married?  You're a boy.  You're a little boy.,xxx
4789,Ses03M_impro03_M033,I'm twenty eight years old.,neu
4790,Ses03M_impro03_F036,You still act like a boy.  And men take a lot longer to grow----I will tell you.,neu
4791,Ses03M_impro03_M034,Well that's why I'm dating someone who's just eighteen years old. Jesus. I think she's ready to have kids already.,xxx
4792,Ses03M_impro03_F037,Oh man.,xxx
4793,Ses03M_impro03_F038,What?  Eighteen?,xxx
4794,Ses03M_impro03_M035,I'm so excited.  It's going to be great.,exc
4795,Ses03M_impro03_F039,I can't believe you.  I can't believe it.  Well I'm going to be there.  I'll be at that wedding but I'll be in the back.,xxx
4796,Ses03M_impro03_M036,She just...she just...we're in a good position too.  She just got promoted to assistant manager at Jack In The Box,xxx
4797,Ses03M_impro03_M037,-and so... yeah.,xxx
4798,Ses03M_impro03_F040,Wow. Very promising.  Yeah.  Very promising future and what are you doing?,xxx
4799,Ses03M_impro03_M038,I'm still working at my parents' restaurant. Busing tables.,neu
4800,Ses03M_impro03_F041,Alright. Yeah.  Have a kid.  Make a beautiful life.,xxx
4801,Ses03M_impro03_M039,Oh that's great. My mom said we can move in with her again if we run out of money.,hap
4802,Ses03M_impro03_F042,"You, You are too much, I can't handle it.",xxx
4803,Ses03M_impro03_M040,I'm so happy.,xxx
4804,Ses03M_impro04_F000,What's going on man?  What's wrong?,xxx
4805,Ses03M_impro04_M000,I'm just so tired all the time.,sad
4806,Ses03M_impro04_F001,"Well have you been trying to get a job, look for a job or...?",neu
4807,Ses03M_impro04_M001,I've been looking for like eight months.,fru
4808,Ses03M_impro04_F002,I know.  It- It's really tough out there.  It's really hard to find a job.,fru
4809,Ses03M_impro04_M002,"I'm tired of the same excuses.  No, no you're not qualified enough, wish you had more education.",fru
4810,Ses03M_impro04_F003,Well what are you looking for?  I mean--,neu
4811,Ses03M_impro04_M003,Last time someone told me I was too qualified.,xxx
4812,Ses03M_impro04_F004,"Well, okay. Well that's--",neu
4813,Ses03M_impro04_M004,Cause I went to Harvard.,ang
4814,Ses03M_impro04_F005,"Well, that's what?  For what job?  Who...what jobs are you looking for?",sur
4815,Ses03M_impro04_M005,I applied as restaurant manager at P.F. Chang.  I applied at----Macy's store manager. Tried to get investment banking job with Deloitte and Touche.  I'm trying everywhere.,fru
4816,Ses03M_impro04_F006,"Yeah.  Well it seems to me, you know, you just got to keep going out there, you know, pushing through.  You got a Harvard degree.  I mean, you can get a job anywhere.",xxx
4817,Ses03M_impro04_M006,You know what?  I've been working at temp jobs for the past six months.  You know how degrading it is?,fru
4818,Ses03M_impro04_F007,Yeah.,sad
4819,Ses03M_impro04_M007,To be a receptionist?  Oh I spent forty thousand dollar a year for my college degree and I'm a receptionist.  God.,xxx
4820,Ses03M_impro04_F008,Yeah.,sad
4821,Ses03M_impro04_M008,I'm smarter than half the people I work for.,ang
4822,Ses03M_impro04_F009,"Well, what do you...what would ideally like to do, you know?",xxx
4823,Ses03M_impro04_M009,I don't know astronaut?  I don't know something crazy like that.,fru
4824,Ses03M_impro04_F010,Well what'd you major in?,exc
4825,Ses03M_impro04_M010,Biomedical Engineering.,fru
4826,Ses03M_impro04_F011,"You-You can't be working as a restaurant manager, I mean, come on.",xxx
4827,Ses03M_impro04_M011,"I don't want to do engineering though.  It's so...I had the internship what, last summer,",fru
4828,Ses03M_impro04_M012,"and I was pulling my hair out and it was like, oh my God.  So I just had to finish the major so now they're like, why are you an engineering major, and why are you working, trying to work at a restaurant.  And it's like I don't know just give me the damn job.",fru
4829,Ses03M_impro04_F012,Look I'm sorry-,xxx
4830,Ses03M_impro04_M013,Why all these questions?,fru
4831,Ses03M_impro04_F013,"You know if you need any help finding a place I can, I can talk to my work you know I work at that law firm downtown and I can ask if they're looking for anybody.",xxx
4832,Ses03M_impro04_M014,Oh yeah?  What kind of jobs they got?,neu
4833,Ses03M_impro04_F014,I am...just like a law clerk.,neu
4834,Ses03M_impro04_M015,I don't want to be a law clerk.,dis
4835,Ses03M_impro04_F015,"Well, I'm moving up.  I mean it could be...",neu
4836,Ses03M_impro04_M016,"To be a lawyer?  You go to law school now?  God this is, all these dead ends.",fru
4837,Ses03M_impro04_M017,And plus my car is breaking down-,fru
4838,Ses03M_impro04_M018,-they're evicting me from my apartment.,fru
4839,Ses03M_impro04_F016,"Well it doesn't make any sense though.  Like, with a Harvard degree you should be able to--",xxx
4840,Ses03M_impro04_M019,Yeah.  I know.  You'd think I would be able to be C.E.O. of a company right?,xxx
4841,Ses03M_impro04_F017,"Just, you got to hang in there.  Can you ask your parents for help or anybody?",xxx
4842,Ses03M_impro04_M020,"No.  I'm not going to...yeah, they'd laugh in my face.",fru
4843,Ses03M_impro04_F018,"Just for a little bit, you know?  Cause I-I guarantee you're going to find something.  When you find something it's just going to be huge and you're going to get money.",xxx
4844,Ses03M_impro04_M021,No. I got a sixteen hundred on my S.A.T..,fru
4845,Ses03M_impro04_F019,Something-- How are you going...?,xxx
4846,Ses03M_impro04_M022,I'm freaking----typing sixty words a minute.,fru
4847,Ses03M_impro04_F020,How many words a minute?,xxx
4848,Ses03M_impro04_M023,"Sixty words.  Sixty words a minute.  Hey how are you doing Mr. Smith?  Oh, you know, it's just like God, I just want to shoot you Mr. Smith.",fru
4849,Ses03M_impro04_F021,Sixty words a minute.  That's a min...a word per min uh second.,xxx
4850,Ses03M_impro04_M024,Yeah.  It's alright.  But--,neu
4851,Ses03M_impro04_F022,You could be an amazing receptionist.,xxx
4852,Ses03M_impro04_M025,I'm not cut to be a receptionist.,fru
4853,Ses03M_impro04_M026,No.,sad
4854,Ses03M_impro04_M027,"Oh yeah.  I will be a full time receptionist.  Harvard degree, sixteen hundred on my S.A.T.--",fru
4855,Ses03M_impro04_F023,"Well... If you need something, I mean, you're just going to---can get a temporary thing right now and then look for something--",neu
4856,Ses03M_impro04_M028,--you know? Head of the Science Club.,fru
4857,Ses03M_impro04_M029,"That's what I've been doing, temporary things",fru
4858,Ses03M_impro04_F024,Oh I know.  But--,fru
4859,Ses03M_impro04_F025,"-it's going to get better I promise you. You just got to hang in there. Everyone, I mean, you know?",neu
4860,Ses03M_impro04_M030,Maybe I'll just kill myself.,sad
4861,Ses03M_impro04_F026,What?  You can't...what?  Now come on.  Stop it.  Don't be talking like that.,sur
4862,Ses03M_impro04_M031,I was just joking...,sad
4863,Ses03M_impro04_M032,I don't know.,xxx
4864,Ses03M_impro04_F027,"My, what I would do was just, you know, what about can you call Harvard and see...don't they have connections?  Don't they have like career center and you can find some stuff that's going on?",xxx
4865,Ses03M_impro04_M033,Yeah.  I--they said Brian you're too smart.  You don't need us.,fru
4866,Ses03M_impro04_M034,Go out and take over the world by yourself and I'm like what?,fru
4867,Ses03M_impro04_F028,Well obviously it's not working.  Just cause you got sixteen hundred on your S.A.T. doesn't guarantee you a job.  I mean it should really but--,fru
4868,Ses03M_impro04_M035,"I don't know.  I don't know.  I know I'm just going to have to keep on looking, keep on searching-",fru
4869,Ses03M_impro04_M036,"and I'm never going to find anything probably but I'll just keep working hard at it-- Yeah. Okay.  Positive, I'm going to do good, find that job.",fru
4870,Ses03M_impro04_F029,You got to be positive man.  You got to try to just--,neu
4871,Ses03M_impro04_F030,But you got to be real about it.  You have to...,neu
4872,Ses03M_impro04_M037,Yeah.  I got eighteen hundred on my S.A.T..,fru
4873,Ses03M_impro04_F031,Sixteen hundred.,neu
4874,Ses03M_impro04_M038,Same difference.,neu
4875,Ses03M_impro04_M039,Twenty-one hundred on my S.A.T..,xxx
4876,Ses03M_impro04_F032,Twenty-one hundred?,neu
4877,Ses03M_impro04_M040,But I'm doomed.  Yeah I got so good I was over twenty one hundred.  Now what am I doing?,fru
4878,Ses03M_impro04_M041,"Like, wow you're really smart we're going to give you an extra [GARBAGE].",hap
4879,Ses03M_impro05a_F000,Can I help you sir?,neu
4880,Ses03M_impro05a_M000,Yes you can help me.  Where is my luggage?,ang
4881,Ses03M_impro05a_F001,"Well, let me just check on that for you.  Where are you coming--?",neu
4882,Ses03M_impro05a_M001,Yeah.  You do that.  I'm coming from Baltimore.  You know where that is?,ang
4883,Ses03M_impro05a_F002,"Sir, yes it's in Maryland.  It's okay...well, I'm...just let me check here.",neu
4884,Ses03M_impro05a_M002,I had eight hundred pounds of luggage.,ang
4885,Ses03M_impro05a_F003,Okay.  Sir?  Can you...if you just give me one moment and let me just check okay?,fru
4886,Ses03M_impro05a_M003,Okay.  Check.,ang
4887,Ses03M_impro05a_F004,"Alright.  And you're coming-- Wait, hold on sir.  You're coming from Baltimore into LAX right?",fru
4888,Ses03M_impro05a_M004,Is it there?,ang
4889,Ses03M_impro05a_M005,Yes.,ang
4890,Ses03M_impro05a_F005,Okay and this is direct flight?,neu
4891,Ses03M_impro05a_M006,You don't know where we're at?,ang
4892,Ses03M_impro05a_M007,God.,ang
4893,Ses03M_impro05a_F006,I'm asking you if this is direct flight from Baltimore to LAX or if you have to stop--,fru
4894,Ses03M_impro05a_M008,You know I've been waiting here for four hours for my luggage,xxx
4895,Ses03M_impro05a_M009,"and it's not here, they told me to go to this person, go to this person.  Now I'm at this person.",xxx
4896,Ses03M_impro05a_F007,You're at me and I'm going to try to help you out sir but you just have to cooperate with me--,neu
4897,Ses03M_impro05a_M010,Okay.  What do you want?,ang
4898,Ses03M_impro05a_F008,How many pieces of luggage do you have checked in?,neu
4899,Ses03M_impro05a_M011,Eight.  And they're all gone.,ang
4900,Ses03M_impro05a_F009,Eight pieces of luggage.  Okay.,neu
4901,Ses03M_impro05a_M012,And what are you going to do about it?  You going to call someone?  You going to send me somewhere else?,ang
4902,Ses03M_impro05a_F010,No.  I'm just going to check--,fru
4903,Ses03M_impro05a_M013,It's my mother's funeral tomorrow and the urn is in the suitcase.,ang
4904,Ses03M_impro05a_F011,I'm sorry sir.,neu
4905,Ses03M_impro05a_M014,Yeah.,ang
4906,Ses03M_impro05a_F012,I'm very sorry but let's check on this immediately.  This is definitely an emergency.  It seems--,neu
4907,Ses03M_impro05a_M015,What am I going to do tomorrow without the urn?,xxx
4908,Ses03M_impro05a_F013,Sir it seems to me that your luggage is um- is not here,xxx
4909,Ses03M_impro05a_M016,"Oh, oh, that's a good deduction.",ang
4910,Ses03M_impro05a_F014,Yes--it is,neu
4911,Ses03M_impro05a_M017,"Sherlock Holmes.  God, where's my luggage?",ang
4912,Ses03M_impro05a_F015,"Sir, Please please, I would ask you to just calm down for a second--",fru
4913,Ses03M_impro05a_M018,Calm down?  It's my mother's funeral tomorrow.  I'm the one responsible for this.,ang
4914,Ses03M_impro05a_F016,"Okay.  We will find your luggage.  Apparently because it somehow...what flight you were taking, you were on Delta?",neu
4915,Ses03M_impro05a_M019,Yes.  You are a Delta representative.,xxx
4916,Ses03M_impro05a_F017,"Yes, I am.",xxx
4917,Ses03M_impro05a_M020,What is the matter with you?,ang
4918,Ses03M_impro05a_F018,"Sir, I just...you need to calm down is what needs to happen right now.",ang
4919,Ses03M_impro05a_M021,Don't yell at me.,ang
4920,Ses03M_impro05a_F019,"Okay.  I'm not.  I'm sorry, I am being--",fru
4921,Ses03M_impro05a_F020,"calm.  Sir, okay basically what- what's going to happen here is you're going to give me your contact information and we will contact you--",fru
4922,Ses03M_impro05a_M022,Oh my God.  I think a blood vessel burst in my head.,ang
4923,Ses03M_impro05a_F021,"Please, please",neu
4924,Ses03M_impro05a_F022,"sir, listen to me.  Your luggage is still in Baltimore.",xxx
4925,Ses03M_impro05a_M023,What?,ang
4926,Ses03M_impro05a_F023,Okay.  We can get it here in about seven to ten business days.,neu
4927,Ses03M_impro05a_M024,What?  Are you kidding me?,ang
4928,Ses03M_impro05a_F024,"Yes.  Well, because--",neu
4929,Ses03M_impro05a_M025,Give- Give me your manager right now.,ang
4930,Ses03M_impro05a_F025,I am the manager sir.,neu
4931,Ses03M_impro05a_M026,"You're the manager? You don't know where you work for, you don't know where you're at and you're the manager?",ang
4932,Ses03M_impro05a_F026,Sir I know where I work for but I was checking because you cannot--,xxx
4933,Ses03M_impro05a_M027,Whose daughter are you?,ang
4934,Ses03M_impro05a_F027,Sir?,fru
4935,Ses03M_impro05a_M028,Sir. Sir. Sir. Sir,ang
4936,Ses03M_impro05a_F028,What is your name?,ang
4937,Ses03M_impro05a_M029,My name is Brent Caption.,ang
4938,Ses03M_impro05a_M030,Now what are you going to do about it?,exc
4939,Ses03M_impro05b_F000,Can I help you sir?,neu
4940,Ses03M_impro05b_M000,Yeah.,xxx
4941,Ses03M_impro05b_M001,I've been here for four hours and I don't know where one piece of my luggage is,fru
4942,Ses03M_impro05b_F001,Okay.  Well let's...well I'm going to go ahead and check on that for you.  You're coming from...where are you coming from?,neu
4943,Ses03M_impro05b_M002,Baltimore.,fru
4944,Ses03M_impro05b_F002,Baltimore and this is a direct flight to LAX,neu
4945,Ses03M_impro05b_M003,Yes.,fru
4946,Ses03M_impro05b_F003,Okay.  Let's look up here,neu
4947,Ses03M_impro05b_M004,You know and they've looked it up before and it's not there.,fru
4948,Ses03M_impro05b_F004,Okay.  Well you um-...,neu
4949,Ses03M_impro05b_M005,Now what are you going to do for me different? Hmm?,fru
4950,Ses03M_impro05b_F005,"What I can do for you is uh we can uh report lost, lost property.",neu
4951,Ses03M_impro05b_M006,You can report lost property?,fru
4952,Ses03M_impro05b_F006,Yes.,neu
4953,Ses03M_impro05b_M007,"Okay.  I'm leaving LA tomorrow for San Diego, driving there.  So, I'm going to leave without all my lost property?  That's what you want me to do? um",fru
4954,Ses03M_impro05b_F007,"Well sir, if if...what I believe has happened is most of the flight was left--",neu
4955,Ses03M_impro05b_F008,the luggage was left in Baltimore.  Therefore--,neu
4956,Ses03M_impro05b_M008,Most of the...,ang
4957,Ses03M_impro05b_F009,"Like the luggage, the luggage on the flight.",neu
4958,Ses03M_impro05b_M009,Wow.  This is an incompetent airline isn't it?  Are you--?,xxx
4959,Ses03M_impro05b_F010,No actually it was...this is the first time this has ever happened.  I don't know what happened--,neu
4960,Ses03M_impro05b_M010,"Are you going to refund us for our luggage, refund us for our tickets for this?",fru
4961,Ses03M_impro05b_F011,"Well, we can give you um- hotel lodging for a night if that--",neu
4962,Ses03M_impro05b_M011,I'm going to San Diego tomorrow to stay with my family.  What do I need hotel lodging for hmmm?  Can you tell me that?,ang
4963,Ses03M_impro05b_F012,For tonight- For tonight sir.  Would you need to stay somewhere tonight?,neu
4964,Ses03M_impro05b_M012,Tonight no.  I'm driving tomorrow.  Tonight I'm staying with a friend alright?  I don't need hotel reservations...where?  What hotel?,xxx
4965,Ses03M_impro05b_F013,We can do Holiday Inn or...?,neu
4966,Ses03M_impro05b_M013,Wow.  Thank you.  Holiday Inn.  Wow.  Thank...the flight cost five hundred dollars.,ang
4967,Ses03M_impro05b_F014,Sir I understand that but just--,neu
4968,Ses03M_impro05b_M014,"Okay, so you can put me in Holiday Inn for twenty dollar a night?",ang
4969,Ses03M_impro05b_F015,Did you have your name tags on the luggage?,neu
4970,Ses03M_impro05b_M015,Of course I had my name tags on the luggage.,ang
4971,Ses03M_impro05b_F016,"Okay.  So if you can just give me your name, your name and your address and your phone number I can contact you as soon as we find out more information.",neu
4972,Ses03M_impro05b_M016,Soon as you...that's not good enough okay?,ang
4973,Ses03M_impro05b_F017,"Sir, please calm down.",fru
4974,Ses03M_impro05b_M017,I need you to help me out here.  Can you get on the phone and get the luggage over on the fastest flight you can and then maybe I won't get you fired.,fru
4975,Ses03M_impro05b_M018,"If not, I'm going to get your name, I'm going to talk to your boss, whoever...I'm never going to fly...my business is never going to fly Delta again.",fru
4976,Ses03M_impro05b_F018,What is your business?,neu
4977,Ses03M_impro05b_M019,I work for IBM.,neu
4978,Ses03M_impro05b_F019,"Okay.  Sir?  I am sorry to tell you this but this does happen. Uh- This is not uh- really,",neu
4979,Ses03M_impro05b_F020,"I mean, our airline's fault.  I don't know what happened, misplaced, something happened but we will get you--",neu
4980,Ses03M_impro05b_M020,"You misplace a lot of, eight pieces of luggage.",ang
4981,Ses03M_impro05b_F021,"Well, the entire flight, sir, the luggage was placed on another plane that never actually left Baltimore.",neu
4982,Ses03M_impro05b_F022,Uh no I'm not.,neu
4983,Ses03M_impro05b_M021,Are you kidding me?,ang
4984,Ses03M_impro05b_M022,Who are you going to fire because of that?,ang
4985,Ses03M_impro05b_F023,"Well we have some people back there that need some firing so, but I would just really appreciate--",neu
4986,Ses03M_impro05b_M023,"Wow.  This has never happened before.  I've not lost,",ang
4987,Ses03M_impro05b_M024,in all thousand flights I've been on probably I can't even count how many flights I've been on.  This has never happened before.,ang
4988,Ses03M_impro05b_M025,This is the worst customer service I've ever gotten before.,ang
4989,Ses03M_impro05b_F024,Okay sir.  I'm sorry you can--um-,fru
4990,Ses03M_impro05b_M026,Okay.  Get on the phone and figure out where my luggage is and tell me when it's going to get there alright?,ang
4991,Ses03M_impro05b_F025,We already have been confirmed that it will be arriving in--uh--in about two days.,fru
4992,Ses03M_impro05b_M027,"And and, in about...",ang
4993,Ses03M_impro05b_M028,Two days I'll be in San Diego and how's it going to get to me in San Diego?  You going to make sure it gets to the San Diego airport?,fru
4994,Ses03M_impro05b_F026,"Uh, we can't--",fru
4995,Ses03M_impro05b_M029,Can you get it to the San Diego airport?  You get someone to drive it to my place alright? Then I get a refund for some...I get a free flight alright? I get free whatever.,ang
4996,Ses03M_impro05b_F027,"Yes sir, Yes.",neu
4997,Ses03M_impro05b_F028,We can have them direct your luggage to San Diego.,neu
4998,Ses03M_impro05b_M030,Okay.  And you're going to give me what for my inconvenience?,fru
4999,Ses03M_impro05b_F029,Uh--,neu
5000,Ses03M_impro05b_F030,Some refreshments in the lobby?,neu
5001,Ses03M_impro05b_M031,Some peanuts?  Wow.  That helps a lot.,ang
5002,Ses03M_impro05b_M032,"Thanks you, thank you I don't have my luggage so you gave me a Holiday Inn stay and peanuts.  Wow.  You know what?",ang
5003,Ses03M_impro05b_F031,eh- we actually--,fru
5004,Ses03M_impro05b_M033,I will never do business with Delta again.,ang
5005,Ses03M_impro06_F000,How's it going?  How are you feeling?,sad
5006,Ses03M_impro06_M000,I ah--,sad
5007,Ses03M_impro06_M001,alright.,sad
5008,Ses03M_impro06_F001,Hanging in there?,sad
5009,Ses03M_impro06_M002,Yeah.,sad
5010,Ses03M_impro06_F002,So sad.,sad
5011,Ses03M_impro06_M003,It just feels like I was talking to him yesterday.,sad
5012,Ses03M_impro06_F003,Yeah.,sad
5013,Ses03M_impro06_F004,You guys were real close huh?,sad
5014,Ses03M_impro06_M004,He was my only friend growing up.,sad
5015,Ses03M_impro06_M005,no one else would talk to me but he would.,sad
5016,Ses03M_impro06_M006,He was supposed to be the best man at my wedding.,sad
5017,Ses03M_impro06_F005,I'm so sorry.,sad
5018,Ses03M_impro06_M007,Yeah.,sad
5019,Ses03M_impro06_M008,You know I was always the one to tell him to be more wild you know?,sad
5020,Ses03M_impro06_F006,Yeah.,xxx
5021,Ses03M_impro06_M009,And he just took it overboard.,sad
5022,Ses03M_impro06_F007,What happened?  What went wrong?,sad
5023,Ses03M_impro06_M010,You know a stupid case of drunk driving it's just...,sad
5024,Ses03M_impro06_M011,"and the worst part of it is that he was in the car with his girlfriend,",sad
5025,Ses03M_impro06_M012,his girlfriend got killed too.,sad
5026,Ses03M_impro06_F008,Oh man.,sad
5027,Ses03M_impro06_M013,And the car that he hit was his family.,sad
5028,Ses03M_impro06_F009,How are they?,sad
5029,Ses03M_impro06_M014,The mother and father died--,sad
5030,Ses03M_impro06_M015,and the kids are paralyzed in a coma right now.,sad
5031,Ses03M_impro06_M016,and just going to the funeral it's-,sad
5032,Ses03M_impro06_M017,"-do I miss him or do I hate him, you know?",sad
5033,Ses03M_impro06_F010,Yeah.  Like I mean if you need anyone to talk to or anything I'm here for you okay?,sad
5034,Ses03M_impro06_F011,We're all here for you.,sad
5035,Ses03M_impro06_M018,I was supposed to see him last summer,sad
5036,Ses03M_impro06_M019,then I got busy with work and stuff and three years go by,sad
5037,Ses03M_impro06_M020,and then something like this happens you know?,sad
5038,Ses03M_impro06_M021,I mean I haven't even talked to him on the phone for the past three months.,sad
5039,Ses03M_impro06_M022,He's supposed to be my best friend.,sad
5040,Ses03M_impro06_F012,I know.,sad
5041,Ses03M_impro06_F013,just things happen in life and you just...there's just no explanation you know?  We just don't...,sad
5042,Ses03M_impro06_M023,It's so fucked up.,sad
5043,Ses03M_impro06_F014,Yeah.,sad
5044,Ses03M_impro06_F015,I'm so sorry.,sad
5045,Ses03M_impro06_M024,Why is that?,sad
5046,Ses03M_impro06_M025,He was studying to be a doctor.,sad
5047,Ses03M_impro06_M026,"I mean he was...he wanted to help people in poor countries, that is his goal.  He didn't care about the money.  He just wanted to go and help people.",sad
5048,Ses03M_impro06_M027,What the...what am I doing?,sad
5049,Ses03M_impro06_M028,Working for corporate America?  Wow.,sad
5050,Ses03M_impro06_M029,He actually wanted to do something.,sad
5051,Ses03M_impro06_F016,"Well now you can follow his footsteps, you know?  Carry out what he wanted to do.",sad
5052,Ses03M_impro06_M030,I can't do that.,sad
5053,Ses03M_impro06_F017,Well sure you could.,sad
5054,Ses03M_impro06_M031,You should've met him.,sad
5055,Ses03M_impro06_M032,He is the greatest...everyone liked him.,sad
5056,Ses03M_impro06_F018,Yeah.,sad
5057,Ses03M_impro06_F019,I would've loved to.,sad
5058,Ses03M_impro06_F020,Now I can't.,sad
5059,Ses03M_impro07_M000,Hey.,xxx
5060,Ses03M_impro07_F000,Hey.  How's it going?  I haven't seen you in awhile.,hap
5061,Ses03M_impro07_M001,Pretty good Susanna.,xxx
5062,Ses03M_impro07_F001,What's going on Joe?,hap
5063,Ses03M_impro07_M002,Guess who got into U.S.C.?,exc
5064,Ses03M_impro07_F002,Um--,xxx
5065,Ses03M_impro07_M003,"Me. Yeah, I did.",exc
5066,Ses03M_impro07_F003,No way. Are you serious? Oh my God.  Congratulations. I'm so excited.,sur
5067,Ses03M_impro07_M004,Yeah.,exc
5068,Ses03M_impro07_M005,I got into the...,exc
5069,Ses03M_impro07_M006,I got into cinema production.,exc
5070,Ses03M_impro07_F004,No.  You didn't get into production.  There's no way.,sur
5071,Ses03M_impro07_M007,Yeah.,exc
5072,Ses03M_impro07_M008,No.  It's like it's harder than getting into Harvard.,exc
5073,Ses03M_impro07_F005,I know.  Oh my God.  Oh my God Joe I am so happy for you.  Well you know what that means?,sur
5074,Ses03M_impro07_M009,What does that mean?,neu
5075,Ses03M_impro07_F006,You're going to be here and I'm going to be in LA so we can be together now.  I mean we can be in the same city.,exc
5076,Ses03M_impro07_M010,Holy shit...,exc
5077,Ses03M_impro07_F007,We can party.  We can have fun.,exc
5078,Ses03M_impro07_M011,This will be like high school but even better.,exc
5079,Ses03M_impro07_F008,Yeah.  Hopefully it won't be like high school.,hap
5080,Ses03M_impro07_F009,"Oh man I am so proud of you, that is...how did you get...I mean what did you do?  How did you find out or what...?",exc
5081,Ses03M_impro07_M012,I-I came home and my mom was like Joe uh-,xxx
5082,Ses03M_impro07_M013,"I have some bad news.  I was like what?  She's like not really you got into U.S.C. and I was like, I was like oh my God.  I was about to tear my own hair out.",exc
5083,Ses03M_impro07_F010,Oh man.,hap
5084,Ses03M_impro07_M014,Yeah.  This is so crazy.  I mean I didn't get into any other school but I got into the school I wanted.,hap
5085,Ses03M_impro07_F011,Did you say yes yet?  I mean have you sent in your answer?,hap
5086,Ses03M_impro07_M015,Oh my God the first minute I got it I sent it back in.,exc
5087,Ses03M_impro07_F012,All right.,hap
5088,Ses03M_impro07_M016,So...,exc
5089,Ses03M_impro07_F013,"This is so great, you know, because I gone fit on downtown so I'm going to be like right here.  I think I'm going to be living at City Lights downtown.",hap
5090,Ses03M_impro07_M017,This is so exciting.  This is like a new chapter in our lives.,exc
5091,Ses03M_impro07_F014,"Yeah, it really is.",hap
5092,Ses03M_impro07_M018,"We're doing what we want to do, then four years later we're going to be working professionals, making money, sipping martinis every day.",exc
5093,Ses03M_impro07_F015,God hopefully.,xxx
5094,Ses03M_impro07_F016,Man I'm just so happy for you.  I just--,exc
5095,Ses03M_impro07_M019,Thank you,exc
5096,Ses03M_impro07_F017,"Well, I'm happy for you but I'm happy for me cause that means you're going to stay.",hap
5097,Ses03M_impro07_M020,And tonight my parents want to take me out to sushi and they said I could bring you.,exc
5098,Ses03M_impro07_F018,Oh great. I would love to go.,exc
5099,Ses03M_impro07_M021,Yeah.,xxx
5100,Ses03M_impro07_M022,Yeah and they said get whatever you want and...,exc
5101,Ses03M_impro07_F019,Mmmm some miso soup.,hap
5102,Ses03M_impro07_M023,Some miso soup.  You can get whatever.  You can get a vat full of miso soup.  God.,exc
5103,Ses03M_impro07_F020,Ah man.,xxx
5104,Ses03M_impro07_M024,This is going to be so great.  I have so many great ideas.,exc
5105,Ses03M_impro07_F021,Yeah. Did you...I mean do send in like how long after you send in your application did you hear?,xxx
5106,Ses03M_impro07_M025,"It took them, oh man, it took them like, I mean what it's like April now and any letters that come in April are usually the rejection letters so I was just like...",hap
5107,Ses03M_impro07_F022,You were like...,xxx
5108,Ses03M_impro07_M026,I was struck.,xxx
5109,Ses03M_impro07_F023,Oh my God.  I am so proud of you.,neu
5110,Ses03M_impro08a_M000,Hello.  This is Viacom Services.  How can I help you?,neu
5111,Ses03M_impro08a_F000,"Hello?  God finally somebody, look, this is ridiculous.  I've been waiting online for like a half an hour now.",fru
5112,Ses03M_impro08a_M001,"I'm sorry ma'am, what can I help you with?",neu
5113,Ses03M_impro08a_F001,"Look my, my phone isn't working.  I don't understand what's going on.  I am trying to call out.  I'm not receiving any calls",fru
5114,Ses03M_impro08a_F002,"and I need assistance with my...not only is my work phone, it's my home phone and look,",fru
5115,Ses03M_impro08a_F003,this is my business.  This is how I make money is through my phone.  It needs to be working.  Can you please help me?,fru
5116,Ses03M_impro08a_M002,Okay.  Can you give me the last four digits of your social security number so I can verify who I'm speaking with?,neu
5117,Ses03M_impro08a_F004,two two six six.,neu
5118,Ses03M_impro08a_M003,Okay.  And your name is?,neu
5119,Ses03M_impro08a_F005,Olivia.,fru
5120,Ses03M_impro08a_M004,Olivia. Um. Okay.  So how long has this problem been?,neu
5121,Ses03M_impro08a_F006,"This has been going on for the past two weeks.  I called every single day.  Nobody is helping me.  You guys tell me the same thing over and over, call again, call again, call again--",fru
5122,Ses03M_impro08a_M005,So what exactly is the problem?,neu
5123,Ses03M_impro08a_F007,"I don't, I don't know what the problem is.  That's what I want you guys to...why is my service not turned on?  And I paid my bills on time.  I don't understand.",fru
5124,Ses03M_impro08a_M006,Um- I think part of it has to do with the network being down.  It's been having some trouble the last few weeks--,neu
5125,Ses03M_impro08a_F008,"Okay.  Well that is, that is fine and all.  I don't care.  I really don't care because I want my phone to work that's all.",fru
